account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,customer_status,tenure_days,tenure_months,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,total_arr,mrr_per_seat,total_upgrades,total_downgrades,upgrade_rate,downgrade_rate,auto_renew_subscriptions,auto_renew_rate,usage_events,total_usage,total_duration_secs,total_errors,features_used,total_tickets,avg_resolution_hours,avg_first_response_minutes,avg_satisfaction,escalated_tickets,escalation_rate,total_churn_events,total_refund,reactivation_events,retention_priority_score,retention_priority,priority_reason
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,Active,394,12.9,9,8,1,23324,279888,1457.75,1,0,0.1111111111111111,0.0,9,1.0,39,402,114217,17,25,7.0,30.571428571428573,94.71428571428571,3.6666666666666665,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,Active,74,2.4,12,11,1,69184,830208,752.0,0,0,0.0,0.0,9,0.75,61,626,185229,29,34,6.0,39.833333333333336,82.5,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,Active,702,23.1,7,7,0,21894,262728,534.0,2,0,0.2857142857142857,0.0,7,1.0,40,404,115260,16,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,Active,136,4.5,8,7,1,12617,151404,525.7083333333334,0,0,0.0,0.0,7,0.875,44,438,156949,22,28,5.0,33.2,50.4,3.75,1.0,0.2,3.0,0.0,0.0,2,Priority,Support Escalation
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,Active,377,12.4,9,8,1,10692,128304,324.0,0,0,0.0,0.0,7,0.7777777777777778,46,449,138265,28,31,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,0.0,3.0,16.89,0.0,2,Priority,Long Tenure
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,Active,336,11.0,14,12,2,58404,700848,1216.75,3,0,0.21428571428571427,0.0,11,0.7857142857142857,59,585,162007,24,25,4.0,52.25,115.5,4.666666666666667,1.0,0.25,2.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,Active,284,9.3,5,5,0,16122,193464,503.8125,0,1,0.0,0.2,4,0.8,23,229,73603,15,17,6.0,42.666666666666664,116.0,4.666666666666667,0.0,0.0,3.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,Active,44,1.4,12,9,3,35519,426228,1145.774193548387,1,2,0.08333333333333333,0.16666666666666666,11,0.9166666666666666,60,609,191562,30,33,3.0,56.333333333333336,104.33333333333333,3.5,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,Active,392,12.9,13,13,0,28701,344412,3189.0,1,1,0.07692307692307693,0.07692307692307693,11,0.8461538461538461,52,506,127878,23,27,4.0,44.75,53.5,4.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,Active,423,13.9,8,7,1,22675,272100,22675.0,2,0,0.25,0.0,7,0.875,38,370,115219,21,24,8.0,45.125,91.125,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,Churned,318,10.4,13,11,2,14048,168576,2341.3333333333335,1,2,0.07692307692307693,0.15384615384615385,13,1.0,54,565,159394,20,29,2.0,35.5,50.5,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,Active,50,1.6,7,5,2,20497,245964,20497.0,2,0,0.2857142857142857,0.0,3,0.42857142857142855,33,337,112966,16,20,3.0,40.666666666666664,38.333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,Active,148,4.9,9,8,1,26608,319296,13304.0,0,0,0.0,0.0,7,0.7777777777777778,36,334,120133,26,24,3.0,47.333333333333336,65.0,3.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,Churned,437,14.4,12,12,0,17884,214608,4471.0,0,1,0.0,0.08333333333333333,10,0.8333333333333334,59,605,211565,32,34,9.0,36.55555555555556,81.77777777777777,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,Active,60,2.0,10,8,2,3831,45972,3831.0,2,0,0.2,0.0,9,0.9,56,567,171957,42,31,8.0,48.75,98.125,4.166666666666667,1.0,0.125,4.0,70.03,1.0,2,Priority,Support Escalation
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,Active,512,16.8,14,13,1,20989,251868,1049.45,1,1,0.07142857142857142,0.07142857142857142,10,0.7142857142857143,61,614,205539,25,30,7.0,38.285714285714285,110.42857142857143,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,Active,644,21.2,11,9,2,13646,163752,974.7142857142857,1,0,0.09090909090909091,0.0,8,0.7272727272727273,52,552,158087,36,31,5.0,43.0,104.0,4.0,1.0,0.2,3.0,6.38,0.0,4,Critical,Long Tenure + Support Escalation
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,Churned,635,20.9,7,5,2,8721,104652,1453.5,0,0,0.0,0.0,6,0.8571428571428571,39,412,124646,24,24,4.0,43.0,116.75,3.6666666666666665,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,Active,580,19.1,12,11,1,13096,157152,13096.0,2,0,0.16666666666666666,0.0,10,0.8333333333333334,68,642,200375,38,33,6.0,37.5,70.0,4.333333333333333,0.0,0.0,1.0,17.93,0.0,2,Priority,Long Tenure
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,Churned,656,21.6,12,11,1,34136,409632,1484.1739130434783,2,0,0.16666666666666666,0.0,10,0.8333333333333334,62,659,209812,31,33,3.0,6.333333333333333,103.33333333333333,4.0,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,Active,17,0.6,9,9,0,7451,89412,2483.6666666666665,1,1,0.1111111111111111,0.1111111111111111,7,0.7777777777777778,42,429,119127,17,25,5.0,44.8,71.6,5.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,Active,59,1.9,15,14,1,36420,437040,1456.8,3,2,0.2,0.13333333333333333,12,0.8,74,768,249545,32,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.49,0.0,2,Priority,High Revenue
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,Active,506,16.6,10,8,2,45872,550464,752.0,0,0,0.0,0.0,8,0.8,45,435,123738,26,25,5.0,31.4,107.0,3.5,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,Active,679,22.3,8,6,2,20604,247248,1144.6666666666667,3,0,0.375,0.0,7,0.875,33,336,116076,20,22,5.0,33.2,139.6,4.5,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,Churned,594,19.5,11,10,1,17111,205332,2138.875,1,0,0.09090909090909091,0.0,10,0.9090909090909091,48,438,136419,24,29,5.0,48.2,119.2,3.3333333333333335,1.0,0.2,4.0,0.0,1.0,4,Critical,Long Tenure + Support Escalation
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,Churned,406,13.3,8,8,0,7503,90036,3751.5,2,0,0.25,0.0,6,0.75,31,266,87249,18,22,4.0,31.0,72.5,3.0,0.0,0.0,3.0,13.5,0.0,2,Priority,Long Tenure
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,Active,169,5.6,6,5,1,18430,221160,485.0,0,0,0.0,0.0,6,1.0,31,294,103805,12,24,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,0.3333333333333333,0.0,0.0,0.0,2,Priority,Support Escalation
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,Active,465,15.3,8,7,1,24076,288912,12038.0,2,1,0.25,0.125,6,0.75,40,417,126745,18,26,3.0,37.0,93.33333333333333,5.0,0.0,0.0,3.0,0.0,0.0,2,Priority,Long Tenure
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,Active,234,7.7,9,8,1,24084,289008,8028.0,0,0,0.0,0.0,6,0.6666666666666666,57,599,172442,39,25,5.0,45.0,75.4,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,Churned,438,14.4,9,9,0,13484,161808,709.6842105263158,2,0,0.2222222222222222,0.0,7,0.7777777777777778,56,527,131994,25,32,6.0,30.333333333333332,88.5,4.6,1.0,0.16666666666666666,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,Active,648,21.3,6,6,0,10659,127908,1184.3333333333333,0,1,0.0,0.16666666666666666,6,1.0,36,364,103645,30,22,4.0,23.25,58.25,0.0,1.0,0.25,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,Churned,574,18.9,11,11,0,25034,300408,658.7894736842105,4,1,0.36363636363636365,0.09090909090909091,7,0.6363636363636364,62,611,188856,34,32,5.0,21.2,90.4,4.25,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,Churned,175,5.7,7,6,1,8916,106992,8916.0,1,1,0.14285714285714285,0.14285714285714285,6,0.8571428571428571,41,411,116704,41,24,3.0,29.0,81.33333333333333,4.0,0.0,0.0,1.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,Active,332,10.9,9,8,1,24274,291288,1427.8823529411766,2,0,0.2222222222222222,0.0,8,0.8888888888888888,48,502,146707,30,30,3.0,33.333333333333336,49.666666666666664,5.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,Active,341,11.2,12,9,3,34392,412704,3821.3333333333335,0,1,0.0,0.08333333333333333,9,0.75,55,533,148034,40,30,2.0,42.5,159.5,5.0,0.0,0.0,2.0,0.0,1.0,4,Critical,High Revenue + Long Tenure
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,Active,331,10.9,9,9,0,12548,150576,836.5333333333333,1,0,0.1111111111111111,0.0,9,1.0,49,465,138043,18,29,5.0,37.8,76.0,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,Churned,505,16.6,9,7,2,37312,447744,583.0,2,0,0.2222222222222222,0.0,7,0.7777777777777778,48,499,136250,28,29,3.0,36.333333333333336,62.333333333333336,3.0,0.0,0.0,5.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,Churned,701,23.0,14,12,2,16139,193668,16139.0,3,1,0.21428571428571427,0.07142857142857142,13,0.9285714285714286,69,713,208977,38,35,3.0,36.333333333333336,115.0,4.0,1.0,0.3333333333333333,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,Churned,561,18.4,10,9,1,20683,248196,20683.0,0,1,0.0,0.1,10,1.0,57,587,175629,29,30,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,0.0,3.0,0.0,0.0,2,Priority,Long Tenure
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,Churned,703,23.1,15,14,1,29155,349860,4165.0,0,2,0.0,0.13333333333333333,12,0.8,91,922,256811,47,36,3.0,28.0,93.0,4.0,1.0,0.3333333333333333,1.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,Churned,72,2.4,10,10,0,18249,218988,553.0,0,0,0.0,0.0,5,0.5,56,558,167904,31,31,7.0,40.42857142857143,76.0,3.8,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,Active,679,22.3,11,11,0,16592,199104,721.3913043478261,1,0,0.09090909090909091,0.0,7,0.6363636363636364,50,516,180823,33,28,1.0,72.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,Active,396,13.0,6,6,0,19250,231000,740.3846153846154,1,0,0.16666666666666666,0.0,4,0.6666666666666666,19,176,48112,13,16,4.0,32.5,103.75,4.0,1.0,0.25,2.0,109.75999999999999,0.0,4,Critical,Long Tenure + Support Escalation
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,Active,299,9.8,16,13,3,14638,175656,4879.333333333333,2,0,0.125,0.0,10,0.625,84,789,241275,42,37,2.0,42.0,108.0,3.0,0.0,0.0,3.0,32.73,0.0,0,Monitor,No Major Risk Signal
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,Active,178,5.8,8,8,0,83886,1006632,902.0,0,0,0.0,0.0,6,0.75,46,475,127926,23,27,1.0,13.0,128.0,3.0,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,Active,65,2.1,3,3,0,5771,69252,199.0,0,0,0.0,0.0,2,0.6666666666666666,20,207,72170,7,15,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,Active,477,15.7,6,3,3,7693,92316,197.25641025641025,1,1,0.16666666666666666,0.16666666666666666,6,1.0,29,300,88383,12,24,4.0,31.25,60.5,4.0,0.0,0.0,4.0,0.0,0.0,2,Priority,Long Tenure
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,Active,486,16.0,15,12,3,42403,508836,1514.392857142857,0,0,0.0,0.0,9,0.6,85,830,258465,54,37,5.0,36.2,116.2,5.0,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,Active,507,16.7,7,6,1,15468,185616,1104.857142857143,0,0,0.0,0.0,7,1.0,36,346,81587,19,26,5.0,32.8,68.4,4.333333333333333,0.0,0.0,2.0,43.53,0.0,2,Priority,Long Tenure
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,Churned,110,3.6,5,4,1,12015,144180,267.0,0,1,0.0,0.2,5,1.0,21,208,59864,11,15,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,0.16666666666666666,3.0,102.86,0.0,2,Priority,Support Escalation
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,Active,412,13.5,11,11,0,19006,228072,404.3829787234043,1,0,0.09090909090909091,0.0,8,0.7272727272727273,57,560,164545,40,33,4.0,22.5,80.25,5.0,1.0,0.25,2.0,43.03,0.0,4,Critical,Long Tenure + Support Escalation
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,Active,37,1.2,6,6,0,30385,364620,515.0,0,1,0.0,0.16666666666666666,5,0.8333333333333334,17,167,43449,16,13,7.0,33.0,78.0,4.2,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,Active,124,4.1,13,11,2,33122,397464,1743.2631578947369,3,2,0.23076923076923078,0.15384615384615385,11,0.8461538461538461,62,650,179376,37,34,3.0,45.333333333333336,102.66666666666667,4.5,0.0,0.0,2.0,15.46,0.0,2,Priority,High Revenue
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,Active,116,3.8,10,10,0,12422,149064,1774.5714285714287,1,1,0.1,0.1,9,0.9,55,561,185984,29,31,4.0,28.0,82.0,5.0,1.0,0.25,2.0,0.0,1.0,2,Priority,Support Escalation
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,Churned,375,12.3,15,15,0,44077,528924,1421.8387096774193,0,2,0.0,0.13333333333333333,13,0.8666666666666667,72,685,206893,45,30,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.16666666666666666,0.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,Active,212,7.0,12,10,2,10963,131556,843.3076923076923,1,2,0.08333333333333333,0.16666666666666666,11,0.9166666666666666,51,543,150431,35,28,3.0,32.666666666666664,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,Active,622,20.4,9,8,1,8353,100236,759.3636363636364,1,0,0.1111111111111111,0.0,6,0.6666666666666666,55,562,160848,30,28,2.0,10.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,Active,574,18.9,11,10,1,11730,140760,5865.0,2,0,0.18181818181818182,0.0,9,0.8181818181818182,64,697,214976,40,31,2.0,68.5,86.5,3.0,1.0,0.5,2.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,Churned,454,14.9,9,8,1,14087,169044,741.421052631579,2,1,0.2222222222222222,0.1111111111111111,9,1.0,46,434,134963,28,28,6.0,41.0,86.5,4.333333333333333,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,Active,254,8.3,12,9,3,30264,363168,1261.0,0,1,0.0,0.08333333333333333,9,0.75,57,544,168051,25,33,5.0,39.2,61.4,4.0,0.0,0.0,2.0,0.0,0.0,2,Priority,High Revenue
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,Churned,400,13.1,5,5,0,7586,91032,316.0833333333333,0,1,0.0,0.2,3,0.6,24,268,84855,4,20,3.0,44.666666666666664,63.0,4.333333333333333,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,Active,269,8.8,7,6,1,26230,314760,305.0,0,0,0.0,0.0,5,0.7142857142857143,20,203,77446,10,16,1.0,47.0,48.0,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,Active,46,1.5,8,8,0,22423,269076,679.4848484848485,1,1,0.125,0.125,8,1.0,42,421,123802,11,24,5.0,24.2,88.8,4.2,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,Churned,544,17.9,7,7,0,16229,194748,601.074074074074,0,0,0.0,0.0,6,0.8571428571428571,32,300,90218,15,23,1.0,64.0,136.0,0.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,Active,444,14.6,8,8,0,22959,275508,765.3,2,0,0.25,0.0,6,0.75,32,312,107852,14,25,5.0,22.2,94.0,3.6666666666666665,1.0,0.2,4.0,146.86,0.0,4,Critical,Long Tenure + Support Escalation
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,Active,720,23.7,12,12,0,30719,368628,653.5957446808511,1,0,0.08333333333333333,0.0,8,0.6666666666666666,56,560,173183,23,29,3.0,46.333333333333336,67.0,4.333333333333333,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,Churned,314,10.3,6,5,1,1796,21552,1796.0,1,0,0.16666666666666666,0.0,5,0.8333333333333334,20,171,54271,5,14,3.0,18.333333333333332,85.33333333333333,0.0,0.0,0.0,2.0,17.06,1.0,2,Priority,Long Tenure
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,Active,243,8.0,10,10,0,18492,221904,9246.0,1,2,0.1,0.2,7,0.7,47,510,152826,22,27,2.0,38.5,98.0,4.0,1.0,0.5,0.0,0.0,0.0,2,Priority,Support Escalation
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,Active,429,14.1,13,13,0,28379,340548,1051.0740740740741,1,3,0.07692307692307693,0.23076923076923078,10,0.7692307692307693,60,642,213554,32,31,6.0,31.5,71.0,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,Active,51,1.7,15,13,2,11197,134364,1244.111111111111,2,0,0.13333333333333333,0.0,15,1.0,70,696,214681,31,32,6.0,37.333333333333336,79.16666666666667,4.4,0.0,0.0,3.0,0.0,2.0,0,Monitor,No Major Risk Signal
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,Churned,378,12.4,3,3,0,2104,25248,420.8,0,0,0.0,0.0,3,1.0,20,210,63673,15,15,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,0.0,2.0,19.34,0.0,2,Priority,Long Tenure
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,Active,370,12.2,9,8,1,66010,792120,943.0,2,1,0.2222222222222222,0.1111111111111111,5,0.5555555555555556,51,507,162673,28,33,4.0,37.25,88.25,3.0,1.0,0.25,1.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,Churned,607,19.9,12,12,0,37847,454164,2523.133333333333,3,2,0.25,0.16666666666666666,10,0.8333333333333334,59,604,212655,43,32,1.0,17.0,132.0,4.0,1.0,1.0,0.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,Active,541,17.8,11,11,0,23833,285996,1489.5625,1,0,0.09090909090909091,0.0,8,0.7272727272727273,56,561,173241,33,29,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,Active,127,4.2,11,9,2,7513,90156,395.42105263157896,1,0,0.09090909090909091,0.0,11,1.0,66,654,207283,46,32,2.0,41.0,72.0,3.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,Active,427,14.0,6,6,0,6321,75852,332.6842105263158,1,0,0.16666666666666666,0.0,5,0.8333333333333334,23,230,63418,24,17,5.0,36.0,79.4,0.0,1.0,0.2,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,Active,5,0.2,11,9,2,9669,116028,9669.0,0,0,0.0,0.0,9,0.8181818181818182,47,440,121725,43,25,7.0,38.0,83.42857142857143,4.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,Active,164,5.4,12,9,3,44815,537780,1018.5227272727273,1,0,0.08333333333333333,0.0,9,0.75,50,481,170101,31,29,4.0,37.5,116.5,3.75,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,Active,228,7.5,10,9,1,12569,150828,2094.8333333333335,0,0,0.0,0.0,8,0.8,49,446,140849,27,27,2.0,41.0,152.0,4.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,Churned,250,8.2,9,7,2,27873,334476,3484.125,2,0,0.2222222222222222,0.0,6,0.6666666666666666,41,393,133848,12,24,2.0,50.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,Active,472,15.5,15,14,1,133298,1599576,1826.0,3,0,0.2,0.0,13,0.8666666666666667,86,869,251284,54,34,4.0,43.25,92.5,4.5,0.0,0.0,1.0,4.45,0.0,4,Critical,High Revenue + Long Tenure
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,Active,227,7.5,13,13,0,40713,488556,2714.2,3,0,0.23076923076923078,0.0,10,0.7692307692307693,62,620,194799,41,29,1.0,49.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,Active,578,19.0,7,7,0,10575,126900,459.7826086956522,0,0,0.0,0.0,5,0.7142857142857143,38,347,94200,31,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,Active,609,20.0,10,9,1,36041,432492,1060.0294117647059,2,0,0.2,0.0,9,0.9,63,628,202329,36,32,9.0,40.888888888888886,71.44444444444444,3.5,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,Active,97,3.2,10,10,0,15161,181932,797.9473684210526,4,1,0.4,0.1,5,0.5,54,519,157792,30,30,8.0,30.75,73.375,3.0,0.0,0.0,1.0,2.4,0.0,0,Monitor,No Major Risk Signal
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,Churned,277,9.1,10,10,0,51680,620160,1292.0,0,0,0.0,0.0,5,0.5,43,413,109079,25,29,3.0,20.666666666666668,116.33333333333333,5.0,0.0,0.0,3.0,0.0,0.0,2,Priority,High Revenue
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,Active,148,4.9,11,9,2,17289,207468,1921.0,0,3,0.0,0.2727272727272727,8,0.7272727272727273,61,624,191651,49,33,3.0,17.0,69.0,4.0,0.0,0.0,2.0,47.17,0.0,0,Monitor,No Major Risk Signal
